cluster,name,expertise,statement,id_hash,vector,fname,lname
66,Aliana Waters,Sportpsychologie und Sportmanagement,"Ihr Wissenschaftlicher Betreuer ist der Psychologe Prof. Dr. Maximilian Schmidt, mit einer langjährigen Forschungserfahrung im Bereich des Sports. Seine Arbeit konzentriert sich auf die Untersuchung von psychologischen Aspekten im Sport, einschließlich Motivation und Teamdynamik. Er glaubt, dass eine tiefere Verständnis der psychologischen Faktoren hinter den sportlichen Leistungen zum Wohlbefinden der Athleten sowie zur Steigerung ihrer Leistungsfähigkeit beitragen kann. Prof. Dr. Schmidt ist überzeugt davon, dass die Anwendung psychologischer Kenntnisse und Strategien wichtig für das Erreichen sportlicher Ziele ist.",34cd5e49c4c855908345220dcffc17878b7d4087313ff8d61421ecf75c72f0f1,"[0.2344518452574547, 0.32600052471809643, 0.1319450696616577, -0.19720637084500348, 0.17378911023577762, 0.07893569569425878, -0.03682250875071357, 0.13768642144235582, -0.01183357903859019, 0.003053561184828241, -0.13579840811391053, 0.233528619170762, -0.03457144607723196, -0.10693321425000449, -0.08509218310935149, 0.011649126674662598, -0.30920009613442556, 0.058251819348775366, -0.1373689182234064, -0.08873512147229852, 0.13616409897121284, -0.040007095452578995, 0.0680764347868296, 0.010331979285354306, -0.09408242719540087]",Aliana,Waters
0,Maximilian Bell,"Digitales Lernen, Pädagogik, Schulbildung","Ich bin seit mehr als 20 Jahren an der Universität tätig und habe während dieser Zeit zahlreiche Forschungsprojekte zum Thema Digitales Lernen durchgeführt. Meine Arbeiten konzentrieren sich auf die Untersuchung des Einflusses von digitalem Lernen auf die Leistungen von Schülern sowie auf die Optimierung von digitalen Lernangeboten im Schulwesen. Ich glaube, dass eine effektive Kombination von analogem und digitalem Lernen zur Entwicklung eines breiten Wissenspektrums beitragen kann. Meine Forschungen werden durch ein umfassendes Verständnis für die Anforderungen und Möglichkeiten des Schulwesens sowie eine tiefe Beachtung der Bedürfnisse von Lehrern und Schülern geprägt. Es ist mein Ziel, das digitale Lernen als zusätzliche Ressource im Schulunterricht zu etablieren, um die Leistungen von Schülern zu verbessern und ihre Chancengleichheit zu fördern.",acb9f4daf83bc450a60f4c417cb77fc12756e2e8a4e7a57f73c57e67e2ce7598,"[0.3811286026369708, 0.0678243997752168, 0.02281120228658936, -0.11849168708974568, -0.24453107617867026, 0.06525833405415028, -0.1587427151528546, -0.006764014950410664, 0.15769236630471553, -0.08676799503034412, -0.13890784545614826, 0.12529651812301304, 0.21199048025311268, 0.006835688889745239, 0.12439048418097824, -0.03290554076974825, -0.07919080931607678, -0.13435498184478198, -0.07730282987667493, -0.14423652056521516, -0.16265041586987541, -0.029852340061076257, 0.0849004149871332, 0.06373381181095962, 0.08941163308836902]",Maximilian,Bell
42,Melody Daniel,"Inklusive Bildung, Sozialpädagogik","Als Betreuerin von Bachelorarbeiten im Bereich der inklusiven Bildung habe ich die Möglichkeit gefunden, an der Entwicklung wichtiger Erkenntnisse und Konzepte mitzuwirken. Ich glaube an den Wert einer inklusiven Schule für alle Kinder und jungen Menschen und bin daher besonders stolz darauf, dass ich den Austausch zwischen Forschung und Praxis unterstützen kann. Mein persönliches Ziel ist es, die Chancengleichheit aller Schüler zu fördern und so zur Verwirklichung einer inklusiven Gesellschaft beizutragen. Ich freue mich auf neue Herausforderungen und den Austausch mit zukünftigen Bachelorstudentinnen und -studenten im Fach Inklusive Bildung.",830193a5c5b77b5e2d5125c4cf57c100af68d37e317015d6dce141c0d5763021,"[0.3603853441460144, 0.03137441388019871, -0.1361085257663556, -0.23170625676027362, -0.21087720652640252, 0.03900282567058445, 0.09662757966810065, -0.09998226007689613, -0.034859114266144964, 0.2724569963270301, -0.15828756603724825, -0.0579464801554067, 0.02723432215083691, -0.11809459740680855, 0.040070352059272944, 0.1474783337821698, 0.12088416938887349, 0.18595485702286346, -0.07185421836865977, 0.0729349474181453, 0.20348214463362957, -0.17589848758621454, -0.0483705059690853, -0.010814833685442395, -0.007432359729870184]",Melody,Daniel
20,Grady Preston,Pädagogische Psychologie mit Fokus auf Elternbeteiligung am Schulunterricht und Schülermotivation,"Ihr Interesse an der Auswirkung von Elternbeteiligung auf das Lernen von Kindern hat sich in meiner bisherigen wissenschaftlichen Karriere immer wieder bestätigt. In mehreren Forschungsprojekten habe ich die Effekte untersucht und empirische Beweise für den positiven Einfluss von Elternbeteiligung auf Schülerleistung und Motivation gefunden. In meiner Bachelorarbeit unterstütze ich daher Schulen und Eltern dabei, ihre Zusammenarbeit zu stärken und dadurch den schulischen Erfolg der Kinder zu fördern.",7ddc47e9b1bc1d84daa976db4df0037d233324db0b7b2f3265cfff6c6fc8710f,"[0.3009620559514717, -0.004552819998178033, 0.03715155692073076, -0.13963610653004474, -0.0866831267388542, 0.22957900529791142, -0.041015209707808704, 0.0069785920544102025, 0.08258418768974016, -0.19289059223132904, 0.05133479495247106, -0.010799998919167277, -0.14389223739624518, -0.17221629127634505, 0.1762294936551504, 0.1841932292581481, -0.045583564327003855, -0.09174708803728414, -0.12491872741553614, -0.058173371979471214, -0.013128729588790187, -0.1314348146996537, -0.1464417821827522, 0.33391138846968305, 0.0840928918511672]",Grady,Preston
27,Indie James,Lebenlanges Lernen und Berufliche Bildung,"Als Wissenschaftler in dem Bereich des lebenslangen Lernens bin ich überzeugt von der Notwendigkeit, diese Form des Lernens zu fördern. Meine Arbeit konzentriert sich auf die Untersuchung von verschiedenen Ansätzen zur Förderung des lebenslangen Lernens und zeigt auf, wie es entscheidend für persönliche und berufliche Entwicklung ist. Ich bin davon überzeugt, dass lebenslanges Lernen nicht nur die Anpassungsfähigkeit an sich ständig verändernde Anforderungen befördert, sondern auch eine wichtige Voraussetzung für eine erfolgreiche berufliche Entwicklung ist. Ich bin stolz darauf, dass ich mit meiner Forschung einen Beitrag zur Förderung von Lebenslangem Lernen leisten kann und mache mir durch die Betreuung dieser Arbeiten freue, die potenzielle Wirkung der lebenslangen Lernkonzepte zu fördern.",a6fb5cff6104dd2814bede7d29ba25e68835abb08880eb3e2b6c59593c6ed475,"[0.3806507998310381, 0.09103001865787692, -0.10845750343512751, 0.02927313172590312, -0.19745220730594312, 0.11034785052290318, -0.2672830731476752, 0.17356294009607878, 0.04098094219833145, 0.11687346172330106, -0.11349985226976152, -0.06592975655188354, 0.20296245839996607, -0.06396778432449168, 0.05983328677302007, -0.0311205935590397, -0.11235804515680446, -0.22695034740213843, -0.03805338790745393, -0.1190092224588314, 0.07464456357098644, -0.06641273644800288, -0.14118029968379986, -0.0285304442206395, -0.14120123895521552]",Indie,James
54,Jaxson Moran,"E-Learning, Erwachsenenbildung","Als Experte im Bereich E-Learning in der Erwachsenenbildung bin ich seit über 20 Jahren tätig und habe in zahlreichen Veröffentlichungen und Projekten das Potenzial von E-Learning erforscht und evaluiert. Meine Forschungsarbeit konzentriert sich auf die Erkundung der Chancen und Grenzen, die das E-Learning für die Erwachsenenbildung darstellt. Ich bin überzeugt von der Bedeutung des E-Learnings als flexible und ortsunabhängige Lernmöglichkeit für Erwachsene und stehe im Bunde, die Entwicklung und Implementierung von E-Learning-Angeboten in der Erwachsenenbildung zu fördern. Mit meiner Arbeit will ich einen Beitrag zur Verbesserung der Qualität des E-Learnings in der Erwachsenenbildung leisten und die Möglichkeiten für eine flexible und selbstbestimmte Lernweise erschließen.",559bfc1ef0c093c08a3d53eab7bb096b381435f0fe80937325e53ded5ee8fe0e,"[0.3853006389176019, 0.07336077394243852, 0.02272811742406176, -0.06987509169185922, -0.16792466907445938, -0.06456896189465935, -0.1887533836188969, -0.05289154572706559, -0.001194304151992516, 0.016032181366008855, -0.05846541244037073, -0.011987487050228677, -0.17621274697386535, -0.040497675050199876, 0.005552231697773695, 0.02362467321256664, 0.10837885354791583, -0.16872700637189, 0.10693022870273364, 0.10283128100653306, -0.1284887803057646, 0.11239855940455533, 0.06091663785390209, -0.08465996594157695, -0.05190846700896202]",Jaxson,Moran
30,Celeste Snow,"Human Resource Management, Personal- und Organisationsentwicklung","In meiner Forschungsfeldarbeit beleuchte ich die Bedeutung von beruflicher Weiterbildung für die Karriereentwicklung von Arbeitnehmern. Ich zeigte durch eine Kombination aus Literaturrecherche und empirischen Studien, dass berufliche Weiterbildung positive E ekte auf die Karrierechancen, die berufliche Zufriedenheit und die Arbeitsplatzsicherheit haben kann. In meinen Untersuchungen untersuche ich verschiedene Formen der beruflichen Weiterbildung, die sich besonders positiv auf die Karriereentwicklung auswirken. Ich gebe Unternehmen und Arbeitnehmer Empfehlungen, wie sie berufliche Weiterbildungsangebote nutzen und fördern können, um die Karriereentwicklung zu unterstützen. Ich bin überzeugt, dass durch berufliche Weiterbildung Arbeitnehmer ihre Fähigkeiten verbessern und ihre Karrierechancen erhöhen können.",ee5577802837aa452a1a276cf6ad41d79d517fa889610ddf661319dea4de747e,"[0.3097210046631482, -0.16792469670837998, -0.0378863138864997, 0.0076290703256855176, 0.051466680699724675, 0.18297750142470265, -0.16602038714143988, 0.11824241521083977, -0.13372879353912742, 0.13812877300488224, -0.061122292505003895, -0.28924641058563483, 0.06628354302770034, 0.08469688126863303, 0.1050081940669058, 0.007548626746305423, -0.18887825640098038, -0.1525282240456546, -0.10868744635361009, -0.09462600743532175, -0.12565676323615668, -0.0867818132944223, 0.15622652386830732, -0.25485029005815596, 0.03335497961779438]",Celeste,Snow
53,Houston Cook,Ethik der künstlichen Intelligenz (KI) und Philosophie,"Ihrer Arbeit widmet sich meine Leidenschaft – die ethische Bewertung und Regelung von KI-Technologien. Mein Fachgebiet verbindet theoretische Philosophie mit praktischen Anwendungen, indem ich die Frage der ethischen Implikationen von künstlicher Intelligenz in den Mittelpunkt rückte. Ich glaube fest daran, dass eine verantwortungsvoll und ethisch ausgerichtete Nutzung von KI-Technologien die Grundlage für ein gutes menschliches Zusammenleben im digitalen Zeitalter ist. Meine Forschungen dienen daher dazu, einen besseren Verständnis über die Potenziale und Herausforderungen der KI bei uns zu schaffen, um sie in eine Weise zu verwenden, die unseren Werten und ethischen Prinzipien entspricht.",3c2c25410db1419bdcf42342569a3a0703f372833e13043c3ddfdbfcd84c8c6b,"[0.35494553347321445, 0.013867186919752647, 0.07905614881672747, 0.06939946601826118, 0.15599155813023585, -0.38533999329589563, 0.089096051264079, -0.11986112758663472, 0.3255129071746599, 0.06716690470056143, -0.016246686387701815, -0.19381639601597433, 0.03478904558575168, -0.08061409740797834, -0.11145551731498284, 0.1315728246478112, -0.1584469289801463, 0.017992557636464436, -0.15438664139015726, -0.03106645936573994, -0.002482212391891595, -0.05553952336272322, 0.09713470140619707, 0.03397891076630605, 0.20188758148679556]",Houston,Cook
21,Aaliyah Thomas,"Philosophie, insbesondere Ethik im Zusammenhang mit der Nachhaltigkeit und dem Klimaschutz","Als Professor für Philosophie habe ich bereits längere Zeit an den ethischen Implikationen von Themen wie dem Klimawandel gearbeitet. Meine Arbeit konzentriert sich auf die Analyse philosophischer Perspektiven und die Entwicklung von nachhaltigen Umweltpolitiken, um eine nachhaltige Zukunft zu ermöglichen. Ich glaube daran, dass Philosophie für die Lösung globaler Herausforderungen wie den Klimawandel wichtig ist und versuche dies in meiner Forschung zu unterstützen.",af70bdf60f47104e62f8e93c0a35b4f9078a58c0a40b5ebed2361864aed9aa48,"[0.37458005154313784, 0.03651992815320093, -0.04841953787538669, 0.049231623032778775, -0.019426651774059372, -0.12455539275969643, 0.08010281541155341, -0.07775619174667166, 0.032689272450091414, 0.04274107733548825, 0.29908156388021123, -0.07330555053624464, 0.18527723504000834, -0.0005999524446891054, 0.12436169547584781, 0.10680024997933436, -0.19800739682524746, 0.10947597104425363, -0.20231397358315067, -0.12694461155838946, 0.00897074152336349, 0.31170861747902323, -0.2512966540202501, -0.03870547784901183, 0.1576793852891931]",Aaliyah,Thomas
18,Logan Fischer,"Philosophie des Geistes, Metaphysik, Ethik","Ich bin Philosoph mit Schwerpunkt auf die Untersuchung von Freiheit und Determinismus. In meiner Laufbahn habe ich viele Jahre an der Erforschung dieses philosophischen Problems geworben und versucht, unterschiedliche Ansätze zur Lösung des Dilemmas darzustellen. Es ist für mich eine große Herausforderung, die Verantwortungsfähigkeit und Handlungsfähigkeit des Menschen in einer deterministischen Welt zu vereinbaren. In meiner Arbeit versuche ich, dieses Problem aufzuzeigen und unterschiedliche Lösungsansätze zu diskutieren und deren Implikationen für die Ethik und die Philosophie des Geistes zu analysieren. Ich bin überzeugt, dass diese Untersuchung für eine bessere Verständnis von unserer eigenen Natur und der menschlichen Existenz beitragen wird.",56501e7a94c36af92c75bac43597fa7c8355df0fd1d9bd152b2aab5b63fae823,"[0.40208409852901217, 0.02678824798000022, -0.037803909207613895, -0.03592825743727456, -0.13026226040303965, -0.03279954338828185, -0.0025408907240872954, 0.032858088610020444, -0.014340338726487125, -0.10056394324341791, 0.10250051988351501, 0.01692923738253961, 0.059297467894541496, -0.21937261246851641, -0.1428007014009935, -0.15537365150088436, -0.16023490691757508, 0.11900072441137498, 0.07245528660230248, -0.06545942740336382, 0.002265932906978232, 0.046334967549362976, 0.07126477257328723, -0.0953395394954786, -0.018630895779901832]",Logan,Fischer
33,Maci Heath,Interreligiöser Dialog und Religionssoziologie,"Ich habe meine Karriere im Fachbereich der Interreligiösen Beziehungen und Religionssoziologie gestaltet, indem ich die religiöse Vielfalt und den Dialog zwischen verschiedenen religiösen Gemeinschaften analysiere. In meinen Arbeiten beleuchte ich die Bedeutung des interreligiösen Dialogs für das Verständnis und die Zusammenarbeit zwischen religiösen Gemeinschaften und schlüpfte in den Schuhen verschiedener Religionen, um eine tiefe Einblicke in ihre Kulturen zu erhalten. Mein persönliches Ziel ist es, empirische Forschung und praktische Anwendungen zu verbinden, damit die Erkenntnisse für religiöse Gemeinschaften und politische Entscheidungsträger nutzbar sind, um den interreligiösen Dialog und die religiöse Vielfalt als Bereicherung der Gesellschaft zu fördern.",f1a792d9f2874664ffcac3e13b8e9f44211801aa40721efaf4b5b68bcfda2ea1,"[0.34201447049189765, -0.22133897823868134, -0.05302078805272902, -0.32907959134928033, -0.12490369314693947, -0.14876404455518707, 0.30544630233712733, 0.3285037684208047, 0.011639942268191266, -0.1184556809153857, -0.16741827105795823, -0.11768234012635324, -0.026261400696425897, 0.029096623540211, -0.069121623584842, 0.027638823925661686, -0.03549115265904299, -0.07453407092591774, 0.06039048830636351, 0.12065438031846773, -0.0028457423930565223, 0.02784476745727348, -0.04265542707136058, 0.08840234218919034, 0.12052101112805662]",Maci,Heath
40,Lionel Norris,"Religionswissenschaft, Soziologie von Religionen","Als langjähriger Professor für Religionswissenschaft habe ich mich spezialisiert auf die Analyse der Rolle und Einflüsse von Religion in der modernen Gesellschaft. Ich bin überzeugt, dass eine umfassende Verständnis dieser Beziehung notwendig ist, um zu verstehen, wie religiöse Werte und Praktiken unsere Gesellschaft prägen und wie wir sie in einer pluralistischen Welt gestalten können. Mein Forschungsinteresse gilt dabei insbesondere der Analyse von moralischen Werten, sozialer Gerechtigkeit und politischer Partizipation im religiösen Kontext. Meine Arbeit beruht auf einer Kombination aus Literaturrecherche und empirischen Studien, um einen objektiven Blick auf die Rolle von Religion in der modernen Gesellschaft zu gewährleisten. Abschließend gebe ich Empfehlungen für die Gestaltung einer pluralistischen Gesellschaft, in der religiöse und säkulare Werte koexistieren.",ce236e74f434f817386509b56c07fc2b879cb87f8ccdf06042b8eeee3476e54a,"[0.3956073856241722, -0.18728117871739142, -0.08136837768843923, -0.10060253437792319, 0.17903944053560275, -0.14699174514986718, -0.06097742770703938, 0.20246059270409944, -0.11204612686899834, -0.028368403774494188, 0.04093640731922379, 0.054058707350173305, 0.04416380835138939, -0.015855383117050714, 0.006716704995703404, -0.026939267180679086, 0.18178474245904253, 0.24100486256190762, -0.09022575745871374, 0.01903451413133722, -0.022521227029866597, -0.18725716199960396, -0.0008871461759282805, 0.06906801869839661, 0.15543304252103646]",Lionel,Norris
23,Arielle Costa,"Theologische Ethik, Religionsvergleich, Interreligiöser Dialog","Als langjähriger Forscher im Bereich der Theologischen Ethik und Religionsvergleich habe ich mich speziell auf den interreligiösen Dialog und die Erforschung ethischer Gemeinsamkeiten und Unterschiede in den großen Weltreligionen konzentriert. Meine Forschungen haben gezeigt, dass es trotz unterschiedlicher theologischer Grundlagen viele Gemeinsamkeiten in den ethischen Lehren dieser Religionen gibt. In meiner Arbeit versuche ich diese Erkenntnisse für die Förderung des interreligiösen Dialogs und der globalen Ethik zu nutzen. Ich bin davon überzeugt, dass eine tiefergehende Verständigung zwischen den verschiedenen Religionen wichtig ist, um für ein friedlicheres und gerechteres Zusammenleben beizutragen.",f9ce57d2e292290f884c9941b397649ddf0897ddf338f68734b8abca974486b7,"[0.3439164713394975, -0.08560772344115872, -0.011128746081394848, -0.1652340772383137, -0.09069814665515584, -0.1394875447015481, 0.1667062797417164, 0.22584862375732143, -0.063847183109093, -0.008742501336009829, -0.005998671539192617, -0.12413862970192696, 0.016200920430088576, -0.19800885041641247, -0.17130372773458838, -0.04906104376968495, -0.15384448940431453, -0.04777687986950061, 0.05033885458485343, 0.2925861315483633, 0.17426420316878752, 0.16270225899307797, -0.132506862052793, -0.15027898299418166, 0.03053597251018844]",Arielle,Costa
67,Kenji Parrish,Geschichte der Industriellen Revolution und Internationale Beziehungen des Kalten Krieges,"Ich habe über zwei Jahrzehnte lang als Historiker an den Universitäten Berlin und Leipzig gearbeitet. Meine Forschungsschwerpunkte sind die industrielle Revolution sowie die Auswirkungen des Kalten Krieges auf die internationale Politik. In meiner Forschungsarbeit versuche ich, die tiefgreifenden Veränderungen der Gesellschaft und der Wirtschaft während dieser Zeitenphasen zu verstehen und ihre langfristigen Folgen für unsere heutige Zeit zu diskutieren. Meine Arbeitsweise ist charakterisiert durch eine kombinierte Nutzung von Literaturrecherchen und historischen Analysen, um die wirtschaftlichen, sozialen und politischen Veränderungen während dieser Zeitenphasen zu analysieren und zu verstehen. Ich bin überzeugt, dass die Geschichte unsere Gegenwart und Zukunft beeinflusst und daher eine entscheidende Rolle in unserer Gesellschaft spielt.",3931b2f05053af8736bee163b9877023b177a7e2b80836c7c485872183ccda25,"[0.40528377791168163, -0.06819567242221158, -0.11931473943068477, -0.003638894497639178, 0.0511913073416456, -0.1382795079027773, -0.01351784524513585, 0.050492196344197195, 0.005857890352893628, -0.1666867649563911, 0.2331077235303389, 0.07069117192750149, 0.08737001652260776, 0.06758185803412457, 0.01110712974765194, 0.035115949898169824, 0.08022627646809717, 0.030240638318442987, 0.10897941633393443, -0.10272567164826434, -0.0823992619111258, -0.1893329946683337, -0.12379576724058, -0.16868017493887671, -0.1444147900035095]",Kenji,Parrish
57,Tiana Santiago,"Sprachen und Kultur, Sozialwissenschaften","Ich bin überzeugter Anhänger der Vielfalt von Kulturen und Sprachen und glaube an ihre Bedeutung für eine offene, tolerante und vibierende Weltgesellschaft. Durch meine Forschungen in den Bereichen Mehrsprachigkeit, Migration und Interkulturalität versuche ich zu belegen, wie kulturelle Vielfalt eine wertvolle Ressource für Individuen, Gemeinschaften und Gesellschaft ist. Ich bin überzeugt von der Notwendigkeit, politische Entscheidungsträger und soziale Organisationen auf die Bedeutung von Mehrsprachigkeit hinzuweisen, um gesellschaftliche Herausforderungen wie Armut, Sozialausgrenzung und Flucht zu bekämpfen.",44cad19d5f46d23e488d7d2430bfbbf17f42ae5257027d74330a441ac1cb79f2,"[0.34335844807671145, -0.11186043352790113, -0.11297170651884174, -0.09105017287755895, -0.08322853628120894, -0.10951639340158449, 0.1917126400777175, 0.20038862718975617, -0.06515448893842771, -0.21135598797013505, -0.07296185866385067, -0.18706880144935525, -0.12486371300531698, 0.17876755239636605, 0.007965128020436488, 0.08094888747930416, 0.08495276451020335, -0.213854600437612, -0.15221298937599356, -0.02635999702560507, -0.03492530811780194, -0.09378583047809445, 0.18669208248183142, 0.2192633079234488, -0.1421509359296094]",Tiana,Santiago
61,Beckham McPherson,Sprachentwicklung und Digitale Kommunikation,"Als Professor für Sprachentwicklung und Digitale Kommunikation bin ich überzeugt, dass die digitale Kommunikation einen tiefgreifenden Einfluss auf unsere Sprachentwicklung ausübt. Mit meiner Forschung versuche ich diesen Prozess besser zu verstehen und empfehle Lösungen für eine gesunde und vielseitige Sprachausbildung in der digitalen Welt. Meine Arbeiten konzentrieren sich auf Sprachvereinfachung, neue Sprachformen und die Rolle von Emojis im digitalen Kommunikationsprozess. Ich glaube an die Macht des Wissens und sehe meine Aufgabe darin, es in einen praxisrelevanten Kontext zu bringen.",2f4e2c091437d33bc1ae61e5556003b02a42535bd867070c331441544f70f6f5,"[0.36615675273891435, -0.11418263873553366, 0.05766528257331803, -0.05340284703892967, -0.05558870633146913, -0.041061112641078104, -0.17661739817839528, -0.009671544962138835, 0.08418985009705002, -0.21731119936998788, 0.2333505077795705, 0.06615975206862083, 0.2498314479973033, -0.11251587042560214, 0.0012904407838182114, -0.03415658691393048, 0.12445483129192682, 0.03652741196012505, 0.2715494499890093, -0.06639367553568395, 0.1900743710581144, -0.2084839071537368, 0.07071206394348957, 0.044980426741223406, 0.09677043962110664]",Beckham,McPherson
4,Emmaline Bailey,Soziolinguistik und Kultursoziologie,"Als Soziolinguist und Kultursoziologe bin ich fasziniert von der Vielfalt unseres Sprach- und Identitätsbewusstseins in verschiedenen kulturellen Kontexten. In meiner Forschung beleuchte ich die Wechselwirkungen zwischen sprachlicher Vielfalt, kultureller Identität und Globalisierung, um zu verstehen, wie unsere Identitäten sich in der Zeit ändern und welche Auswirkungen sie auf unser Verhalten und auf unsere Gesellschaft haben. Ich glaube, dass die Anerkennung und Förderung der sprachlichen Vielfalt Schlüssel zur kulturellen Toleranz und Integration sind. Es ist mein Ziel, mithilfe meiner Forschungen und meiner Lehre die Aktivitäten und Prozesse zu begleiten, die unser Bewusstsein für die Vielfalt unsers Sprach- und Identitätsbewusstseins erweitern.",697e2fcacf4c90e3db0eaa336e6ba092f544fcd2adaeea53ca2e97dfcadca0ec,"[0.3716757706889901, -0.1416639553620638, -0.13561162066109947, -0.2185627323845481, -0.042414079043098823, -0.09829749580048595, 0.11929082323648957, 0.17810885724448114, -0.07225945454322825, -0.15553853157512007, 0.009771131618668712, -0.13167477542103, -0.06583733562846077, 0.21585210836943786, 0.03569943585479789, -0.03535358112351665, 0.02369705611608108, -0.06808592320546511, 0.036824259685453525, -0.27552663600246435, -0.007323774600652232, 0.03440553183346154, -0.0918135915360455, -0.05797176126455055, -0.08476960040426015]",Emmaline,Bailey
72,Axel Gallegos,Entwicklungspolitik und Bildungsökonomie,"Als Forscher mit einer umfangreichen Erfahrung in der Entwicklungspolitik und Bildungsökonomie, habe ich die Bedeutung von Bildung für Wirtschaftswachstum sowie ihre Auswirkungen auf Kinder und Gesellschaften erforscht. Durch eine interdisziplinäre Analyse von Literatur und empirischen Studien bin ich in der Lage, komplexe Zusammenhänge zu identifizieren und innovative Lösungsansätze für die Verbesserung von Entwicklungsstrategien zu entwickeln. Meine Forschungen sind geprägt durch eine breite Sichtweise auf die sozio-ökonomische Entwicklung, und ich bin in der Lage, ein umfassendes Verständnis von der globalen Perspektive bis hin zur Mikroebene zu gewinnen. Meine Forschungsinteressen reichen vom Kampf gegen Kinderarmut über die Analyse der Auswirkungen von Handelskriegen auf die globale Wirtschaft bis hin zum Verständnis der Bedeutung von Bildung für das langfristige Wirtschaftswachstum. Ich bin davon überzeugt, dass wir durch interdisziplinäre Zusammenarbeit und eine konstruktive Diskussion mit Entscheidungsträgern die Lösungen finden können, um die Welt zu einem besseren Ort zu machen.",0c372e6949c2b652082050dbd982791159f0f0e0bf848a93390d061b2f5a1815,"[0.4394992312736221, -0.053352418257692866, -0.0036452249370240897, -0.01610505147944122, -0.03349199006864168, 0.0035067483105264514, -0.08776305045374255, 0.04592062366816486, -0.10172754131545982, -0.08179050000745625, -0.026503928202743283, 0.045039813718293555, -0.1363157554426037, -0.041849125126391294, -0.0754027742974149, 0.008275710716744007, 0.09834068294382534, 0.0886223659251006, -0.2772690955056067, 0.05308881598740638, -0.28094397172799057, 0.046848246299092094, 0.1448042600697043, -0.12284321328696139, 0.011602653388494958]",Axel,Gallegos
8,Ari Mora,Kommunikation und Medienwissenschaft,"Ich habe für mehr als zwei Jahrzehnte in der Kommunikations- und Medienwissenschaft forschungsfächerlich tätig gewesen, mit dem Schwerpunkt auf den Einfluss von Medien auf die öffentliche Meinungsbildung. In meinen Arbeiten habe ich besondere Beachtung der Rolle verschiedener Medientypen und ihrer Berichterstattung sowie die Auswirkungen auf die öffentliche Wahrnehmung bestimmter Themen wie Klimawandel oder Kriminalität gezeigt. Meine Forschung beruht dabei auf einer Kombination aus Literaturrecherche und empirischen Studien, um einen ausgewogenen Blick zu erhalten und sachlich zu beurteilen. Ich bin überzeugt davon, dass eine faktenbasierte Berichterstattung in den Medien zur Verbesserung der öffentlichen Wahrnehmung von wichtigen Themen beiträgt und die Handlungsbereitschaft fördert.",b4ba6d64c71f1ce3e826d0d10497924dfa229ae219661473fbb3cd000ce32a60,"[0.3800687923744098, -0.13703892199236115, 0.049907418797038375, -0.0622483342520936, 0.14965809203171856, 0.0726945622464857, -0.10325919368381345, 0.03641891904667133, -0.03461448733626621, -0.01341361289782521, 0.0884757600496598, 0.08374166637260749, 0.26774247739570767, 0.18921874734636243, 0.11946153221562943, 0.22375790104532936, -0.024045288900649525, 0.17582232435783, -0.061892596663857394, 0.19146168276060446, -0.2162773095445406, 0.11851068551503872, 0.10295081226839518, 0.07692267429447469, 0.034294887288900254]",Ari,Mora
71,Arturo Reese,"Ethik und Sozialwissenschaften, speziell in Bezug auf Kriminalität und Kriminalitätsprävention","Ich bin seit mehr als dreißig Jahren im Feld der Kriminologie und Sozialethik tätig. Meine Forschung konzentriert sich darauf, die ethischen Herausforderungen in der Kriminalitätsprävention zu identifizieren und zu diskutieren. Ich glaube fest daran, dass wir nicht nur effektive Präventionsstrategien entwickeln müssen, sondern auch ihre ethische Verantwortung berücksichtigen sollten. Mit meiner Arbeit will ich einen Beitrag zur Verbesserung der Verhältnisse liefern und dazu beitragen, eine kriminalitätsarmere Gesellschaft zu schaffen, die für alle gleiche Rechte garantiert wird.",4e3a625877831d5a745569047fe5f7af694b7ff2b1f39c48f35bcc4dcdc0ff02,"[0.3604936429215874, 0.08144993245938795, -0.013127622144036101, 0.1445851579646795, -0.145442780655993, -0.18911483260012238, -0.14415397754625825, -0.025629308706729824, 0.29768842958691644, 0.06840691560918925, 0.0401055951310737, -0.06976182164540133, -0.14087237255481624, 0.02608327403766932, 0.16476592118817776, -0.055554427804615204, 0.06710950951998762, 0.10446604280279406, -0.1194495180140914, 0.192576647634694, 0.01150298464950614, 0.002221578112717066, 0.008544126877123854, -0.1128234670220737, -0.0720020373948401]",Arturo,Reese
